date,reuters_estimate,official_fix,deviation_points,forecast_url,official_url,actual_source,quality_note,retrieved_at
2024-03-26,7.2037,7.0943,-1094,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72037-reuters-estimate-20240326/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-03-27,7.2250,7.0946,-1304,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72250-reuters-estimate-20240327/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-03-28,7.2259,7.0948,-1311,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72259-reuters-estimate-20240328/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-03-29,7.2259,7.0950,-1309,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72259-reuters-estimate-20240329/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-01,7.2191,7.0938,-1253,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72191-reuters-estimate-20240401/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-02,7.2433,7.0957,-1476,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72433-reuters-estimate-20240402/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-03,7.2282,7.0949,-1333,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72282-reuters-estimate-20240403/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-08,7.2230,7.0947,-1283,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72230-reuters-estimate-20240408/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-09,7.2248,7.0956,-1292,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72248-reuters-estimate-20240409/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-10,7.2300,7.0959,-1341,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72300-reuters-estimate-20240410/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-11,7.2622,7.0968,-1654,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72622-reuters-estimate-20240411/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-12,7.2365,7.0967,-1398,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72365-reuters-estimate-20240412/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-15,7.2478,7.0979,-1499,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72478-reuters-estimate-20240415/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-16,7.2475,7.1028,-1447,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72475-reuters-estimate-20240416/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-17,7.2404,7.1025,-1379,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72404-reuters-estimate-20240417/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-18,7.2281,7.1020,-1261,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72281-reuters-estimate-20240418/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-19,,7.1046,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-22,7.2359,7.1043,-1316,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72359-reuters-estimate-20240422/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-23,7.2437,7.1059,-1378,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72437-reuters-estimate-20240423/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-24,7.2363,7.1048,-1315,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72363-reuters-estimate-20240424/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-25,7.2472,7.1058,-1414,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72472-reuters-estimate-20240425/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-26,,7.1056,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-29,7.2579,7.1066,-1513,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72579-reuters-estimate-20240429/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-04-30,7.2459,7.1063,-1396,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72459-reuters-estimate-20240430/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-06,7.2127,7.0994,-1133,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72117-reuters-estimate-20240506/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-07,7.2143,7.1002,-1141,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72143-reuters-estimate-20240507/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-08,7.2202,7.1016,-1186,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72202-reuters-estimate-20240508/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-09,7.2238,7.1028,-1210,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72238-reuters-estimate-20240509/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-10,7.2102,7.1011,-1091,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72102-reuters-estimate-20240510/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-13,7.2284,7.1030,-1254,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72284-reuters-estimate-20240513/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-14,7.2307,7.1053,-1254,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72307-reuters-estimate-20240514/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-15,7.2279,7.1049,-1230,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72279-reuters-estimate-20240515/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-16,7.2017,7.1020,-997,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72017-reuters-estimate-20240516/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-17,7.2222,7.1045,-1177,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72222-reuters-estimate-20240517/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-20,7.2162,7.1042,-1120,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72162-reuters-estimate-20240520/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-21,7.2366,7.1069,-1297,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72366-reuters-estimate-20240521/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-22,7.2376,7.1077,-1299,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72376-reuters-estimate-20240522/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-23,7.2451,7.1098,-1353,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72451-reuters-estimate-20240523/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-24,7.2539,7.1102,-1437,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72539-reuters-estimate-20240524/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-27,,7.1091,,,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-28,7.2402,7.1101,-1301,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72402-reuters-estimate-20240528/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-29,7.2528,7.1106,-1422,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72528-reuters-estimate-20240529/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-30,7.2623,7.1111,-1512,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72623-reuters-estimate-20240530/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-05-31,7.2383,7.1088,-1295,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72383-reuters-estimate-20240531/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-03,7.2378,7.1086,-1292,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72378-reuters-estimate-20240603/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-04,7.2297,7.1083,-1214,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72297-reuters-estimate-20240604/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-05,7.2418,7.1097,-1321,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72418-reuters-estimate-20240605/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-06,7.2436,7.1108,-1328,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72436-reuters-estimate-20240606/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-07,7.2430,7.1106,-1324,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72430-reuters-estimate-20240607/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-11,7.2724,7.1135,-1589,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72724-reuters-estimate-20240611/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-12,7.2558,7.1133,-1425,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72558-reuters-estimate-20240612/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-13,7.2384,7.1122,-1262,https://investinglive.com/news/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72384-reuters-estimate-20240613/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-14,7.2620,7.1151,-1469,https://investinglive.com/news/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72620-20240614/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-17,7.2574,7.1149,-1425,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72574-reuters-estimate-20240617/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-18,7.2494,7.1148,-1346,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72494-reuters-estimate-20240618/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-19,7.2482,7.1159,-1323,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72482-reuters-estimate-20240619/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
2024-06-20,7.2653,7.1192,-1461,https://investinglive.com/centralbank/pboc-is-expected-to-set-the-usdcny-reference-rate-at-72653-reuters-estimate-20240620/,https://www.chinamoney.com.cn/chinese/bkccpr/,chinamoney,,2026-07-23T12:42:22+08:00
